PRCLID,DIST,DESCRIPT,TAXARE,PROPCL,SCHOOLTAXABLE,COUNTYTAXABLE,TOTALTAXABLE
1002910110,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,81900,81900,81900
1002910111,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,380600,380600,380600
1002910112,TRS4,COLONIAL SCHOOL DIST-TRES,10,ER,0,0,100
1002910113,TRS4,COLONIAL SCHOOL DIST-TRES,10,ER,0,0,100
1002910114,TRS4,COLONIAL SCHOOL DIST-TRES,10,EC,0,0,1563100
1002910115,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,234200,234200,234200
1002910116,TRS4,COLONIAL SCHOOL DIST-TRES,10,ER,0,0,100
1002910117,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,294000,294000,294000
1002910118,TRS4,COLONIAL SCHOOL DIST-TRES,10,ER,0,0,100
1002910119,TRS4,COLONIAL SCHOOL DIST-TRES,10,C,1742300,1742300,1742300
1002910120,TRS4,COLONIAL SCHOOL DIST-TRES,10,C,453500,453500,453500
1002910121,TRS4,COLONIAL SCHOOL DIST-TRES,10,C,477700,477700,477700
1002910122,TRS4,COLONIAL SCHOOL DIST-TRES,10,C,3781300,3781300,3781300
1002910123,TRS4,COLONIAL SCHOOL DIST-TRES,10,C,738100,738100,738100
1002910125,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,362500,362500,362500
1002910126,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,403400,403400,403400
1002910127,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,375000,375000,375000
1002910128,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,272800,272800,272800
1002910129,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,418200,418200,418200
1002910130,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,437200,437200,437200
1002910131,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,403100,403100,403100
1002910132,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,403700,403700,403700
1002910133,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,362400,362400,362400
1002910134,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,320000,320000,320000
1002910135,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,373300,373300,373300
1002910136,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,369500,196500,369500
1002910137,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,366100,366100,366100
1002910138,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,369400,369400,369400
1002910139,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,359300,359300,359300
1002910140,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,353100,353100,353100
1002910141,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,385800,385800,385800
1002910142,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,179000,179000,352000
1002910143,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,336200,336200,336200
1002910144,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,327900,327900,327900
1002910145,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,310900,310900,310900
1002910146,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,122100,122100,295100
1002910147,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,306200,306200,306200
1002910148,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,313000,313000,313000
1002910149,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,305300,305300,305300
1002910150,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,244300,244300,244300
1002910151,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,322400,322400,322400
1002910152,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,337900,337900,337900
1002910153,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,333700,333700,333700
1002910154,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,326500,326500,326500
1002910155,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,328100,328100,328100
1002910156,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,327900,327900,327900
1002910157,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,322500,149500,322500
1002910158,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,332600,159600,332600
1002910159,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,378400,378400,378400
1002910160,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,309200,309200,309200
1002910161,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,236800,236800,236800
1002910162,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,339000,339000,339000
1002910163,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,330700,330700,330700
1002910164,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,319900,319900,319900
1002910165,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,333200,333200,333200
1002910166,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,346300,346300,346300
1002910167,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,341200,341200,341200
1002910168,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,334300,334300,334300
1002910169,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,289600,289600,289600
1002910170,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,323600,323600,323600
1002910171,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,303700,303700,303700
1002910172,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,319300,319300,319300
1002910173,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,318700,318700,318700
1002910174,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,320600,320600,320600
1002910175,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,338700,338700,338700
1002910176,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,263500,263500,263500
1002910177,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,299900,299900,299900
1002910178,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,308900,308900,308900
1002910179,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,272000,272000,272000
1002910180,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,335100,335100,335100
1002910181,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,339600,166600,339600
1002910182,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,361100,361100,361100
1002910183,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,352900,352900,352900
1002910184,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,338900,338900,338900
1002910186,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,293400,293400,293400
1002910187,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,306000,306000,306000
1002910188,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,272200,99200,272200
1002910189,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,289800,289800,289800
1002910190,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,310400,310400,310400
1002910191,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,348400,348400,348400
1002910192,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,312500,139500,312500
1002910193,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,331700,331700,331700
1002910194,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,328500,328500,328500
1002910195,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,303800,303800,303800
1002910196,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,300500,300500,300500
1002910197,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,367900,367900,367900
1002910198,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,310700,310700,310700
1002910199,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,294200,294200,294200
1002910200,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,325300,325300,325300
1002910201,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,328200,328200,328200
1002910202,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,332900,332900,332900
1002910203,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,346700,346700,346700
1002910204,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,359800,359800,359800
1002910205,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,326600,326600,326600
1002910206,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,349800,0,349800
1002910207,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,356500,356500,356500
1002910208,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,337300,337300,337300
1002910209,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,356900,356900,356900
1002910210,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,344100,344100,344100
1002910211,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,136900,136900,309900
1002910212,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,349400,176400,349400
1002910213,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,323200,323200,323200
1002910214,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,331200,331200,331200
1002910215,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,163900,163900,327800
1002910216,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,315600,315600,315600
1002910217,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,329500,329500,329500
1002910218,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,334300,334300,334300
1002910219,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,213500,213500,213500
1002910220,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,215800,215800,215800
1002910221,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,234000,234000,234000
1002910222,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,279300,279300,279300
1002910223,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,278400,278400,278400
1002910224,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,273300,273300,273300
1002910225,TRS4,COLONIAL SCHOOL DIST-TRES,10,R,234200,234200,234200
