PRCLID,DIST,DESCRIPT,TAXARE,PROPCL,SCHOOLTAXABLE,COUNTYTAXABLE,TOTALTAXABLE
0903840108,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,314400,314400,314400
0903840109,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,314300,314300,314300
0903840110,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,314300,314300,314300
0903840111,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,317200,317200,317200
0903840112,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,286500,286500,286500
0903840113,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,278000,278000,278000
0903840114,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,272200,272200,272200
0903840115,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,278200,278200,278200
0903840116,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,278100,278100,278100
0903840117,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,288400,288400,288400
0903840118,TRS3,CHRISTINA SCHOOL DIST-TRES,9,ER,0,0,100
0903840119,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,317000,317000,317000
0903840120,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,314200,314200,314200
0903840121,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,317200,317200,317200
0903840122,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,314200,314200,314200
0903840123,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,314200,314200,314200
0903840124,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,317200,317200,317200
0903840125,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,314200,314200,314200
0903840126,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,317900,317900,317900
0903840127,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,310400,310400,310400
0903840128,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348500,348500,348500
0903840129,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348400,348400,348400
0903840130,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348400,348400,348400
0903840131,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333000,333000,333000
0903840132,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333000,333000,333000
0903840133,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333000,333000,333000
0903840134,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333000,333000,333000
0903840135,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,332700,332700,332700
0903840136,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,332700,332700,332700
0903840137,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,332800,332800,332800
0903840138,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,332700,332700,332700
0903840139,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333000,333000,333000
0903840140,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333000,333000,333000
0903840141,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333100,333100,333100
0903840142,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333100,333100,333100
0903840143,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333100,333100,333100
0903840144,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,332900,332900,332900
0903840145,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333300,333300,333300
0903840146,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333400,333400,333400
0903840147,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,329800,329800,329800
0903840148,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333000,333000,333000
0903840149,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333000,333000,333000
0903840150,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333100,333100,333100
0903840151,TRS3,CHRISTINA SCHOOL DIST-TRES,9,ER,0,0,100
0903840152,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,334800,334800,334800
0903840153,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,334800,334800,334800
0903840154,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333900,333900,333900
0903840155,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333900,333900,333900
0903840156,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,334900,334900,334900
0903840157,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,334900,334900,334900
0903840158,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,334000,334000,334000
0903840159,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,334800,334800,334800
0903840160,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,314200,314200,314200
0903840161,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,313700,313700,313700
0903840162,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,313100,313100,313100
0903840163,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,313200,313200,313200
0903840164,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,313200,313200,313200
0903840165,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,313100,313100,313100
0903840166,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,311500,311500,311500
0903840167,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,311600,311600,311600
0903840168,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,349600,349600,349600
0903840169,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,311400,311400,311400
0903840170,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,311400,311400,311400
0903840171,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,313000,313000,313000
0903840172,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,312200,312200,312200
0903840173,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,312400,312400,312400
0903840174,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,375600,375600,375600
0903840175,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,311800,311800,311800
0903840176,TRS3,CHRISTINA SCHOOL DIST-TRES,9,ER,0,0,100
0903840177,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,373600,373600,373600
0903840178,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,373700,373700,373700
0903840179,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,373100,373100,373100
0903840180,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,373100,373100,373100
0903840181,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,373000,373000,373000
0903840182,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,373500,373500,373500
0903840183,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,349500,349500,349500
0903840184,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348400,348400,348400
0903840185,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,372900,372900,372900
0903840186,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,372900,372900,372900
0903840187,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348600,348600,348600
0903840188,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,349400,349400,349400
0903840189,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348900,348900,348900
0903840190,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348900,348900,348900
0903840191,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348000,348000,348000
0903840192,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,310200,310200,310200
0903840193,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348100,348100,348100
0903840194,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348000,348000,348000
0903840195,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,349000,349000,349000
0903840196,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348600,348600,348600
0903840197,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348600,348600,348600
0903840198,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348700,348700,348700
0903840199,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348200,348200,348200
0903840200,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348200,348200,348200
0903840201,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348300,348300,348300
0903840202,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348300,348300,348300
0903840203,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348500,348500,348500
0903840204,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,348500,348500,348500
0903840205,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,349000,349000,349000
0903840206,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,349900,349900,349900
0903840207,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,311100,311100,311100
0903840208,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,311900,311900,311900
0903840209,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,352900,352900,352900
0903840210,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,315200,315200,315200
0903840211,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,352200,352200,352200
0903840212,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,316600,316600,316600
0903920003,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333300,333300,333300
0903920004,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,417500,417500,417500
0903920005,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,473800,0,473800
0903920006,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,493100,493100,493100
0903920007,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,447200,447200,447200
0903920008,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,454600,454600,454600
0903920009,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,388300,388300,388300
0903920010,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,432800,432800,432800
0903920011,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,382400,382400,382400
0903920012,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,452000,452000,452000
0903920013,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,272100,272100,445100
0903920014,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,455000,455000,455000
0903920015,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,225000,225000,398000
0903920016,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,311900,138900,311900
0903920017,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,330900,330900,330900
0903920018,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,616300,616300,616300
0903920019,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,477900,477900,477900
0903920020,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,471800,471800,471800
0903920021,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,445300,445300,445300
0903920022,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,433000,433000,433000
0903920023,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,448900,448900,448900
0903920024,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,439300,439300,439300
0903920025,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,298200,298200,298200
0903920026,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,342300,342300,342300
0903920027,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,458600,458600,458600
0903920028,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,439000,439000,439000
0903920029,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333700,0,333700
0903920030,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,390100,390100,390100
0903920031,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,370000,370000,370000
0903920032,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,344700,344700,344700
0903920033,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,413100,413100,413100
0903920034,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,400000,400000,400000
0903920035,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,404100,404100,404100
0903920036,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,481000,481000,481000
0903920037,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,329400,329400,329400
0903920038,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,478900,478900,478900
0903920039,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,431700,431700,431700
0903920040,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,331100,331100,331100
0903920041,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,439500,439500,439500
0903920042,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,447800,447800,447800
0903920043,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,479200,479200,479200
0903920044,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,451100,451100,451100
0903920045,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,331800,331800,331800
0903920046,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,483600,483600,483600
0903920047,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,440300,440300,440300
0903920048,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,339300,339300,339300
0903920049,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,397000,397000,397000
0903920050,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,433000,433000,433000
0903920051,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,286000,286000,286000
0903920052,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,415300,242300,415300
0903920053,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,437200,437200,437200
0903920054,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,495600,495600,495600
0903920055,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,438100,438100,438100
0903920056,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,447000,447000,447000
0903920057,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,435100,435100,435100
0903920058,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,366700,366700,366700
0903920059,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,458200,285200,458200
0903920060,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,433500,433500,433500
0903920061,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,425100,425100,425100
0903920062,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,437800,437800,437800
0903920063,TRS3,CHRISTINA SCHOOL DIST-TRES,9,ER,0,0,100
0903920064,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,446000,446000,446000
0903920065,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,326800,326800,326800
0903920066,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,350300,350300,350300
0904000001,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,377400,377400,377400
0904000002,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,273500,273500,446500
0904000003,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,424900,424900,424900
0904000004,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,343100,343100,343100
0904000005,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,369500,369500,369500
0904000006,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,498900,498900,498900
0904000007,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,374800,374800,374800
0904000008,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,369700,369700,369700
0904000009,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,400400,227400,400400
0904000010,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,473100,473100,473100
0904000011,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,351000,351000,351000
0904000012,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,357300,357300,357300
0904000013,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,324900,324900,324900
0904000014,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,350300,350300,350300
0904000015,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,381300,381300,381300
0904000017,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,466300,466300,466300
0904000019,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,446000,446000,446000
0904000020,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,484300,484300,484300
0904000021,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,443600,443600,443600
0904000022,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,477600,477600,477600
0904000023,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,224800,224800,397800
0904000024,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,431300,431300,431300
0904000025,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,439900,439900,439900
0904000026,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,455900,455900,455900
0904000027,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,462700,462700,462700
0904000028,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,492600,492600,492600
0904000029,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,559600,559600,559600
0904000030,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,481700,481700,481700
0904000031,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,457800,457800,457800
0904000032,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,444300,444300,444300
0904000033,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,439600,439600,439600
0904000034,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,483700,310700,483700
0904000035,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,489100,489100,489100
0904000036,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,422700,422700,422700
0904000037,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,456600,456600,456600
0904000038,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,438100,438100,438100
0904000039,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,450700,450700,450700
0904000040,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,437400,264400,437400
0904000041,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,451800,451800,451800
0904000042,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,535700,535700,535700
0904000045,TRS3,CHRISTINA SCHOOL DIST-TRES,9,EC,0,0,1036700
0904000046,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,76100,76100,76100
0904000047,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,444700,444700,444700
0904000048,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,443200,443200,443200
0904000049,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,436600,263600,436600
0904010001,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,418400,418400,418400
0904010002,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,454600,454600,454600
0904010003,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,400300,400300,400300
0904010004,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,100,100,100
0904010005,TRS3,CHRISTINA SCHOOL DIST-TRES,9,I,312000,312000,312000
0904010006,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,464900,464900,464900
0904010007,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,518500,518500,518500
0904010008,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,472800,472800,472800
0904010009,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,454300,454300,454300
0904010010,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,479800,306800,479800
0904010011,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,457300,457300,457300
0904010012,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,517700,517700,517700
0904010013,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,509200,509200,509200
0904010014,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,431700,431700,431700
0904010015,TRS3,CHRISTINA SCHOOL DIST-TRES,9,ER,0,0,100
0904020001,TRS3,CHRISTINA SCHOOL DIST-TRES,9,ER,0,0,100
0904020002,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,266600,266600,266600
0904020003,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,238800,238800,238800
0904020004,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,238800,238800,238800
0904020005,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,238800,238800,238800
0904020006,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,238800,238800,238800
0904020007,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,265700,265700,265700
0904020008,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,238900,238900,238900
0904020009,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,258300,258300,431300
0904020010,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,468000,468000,468000
0904020011,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,453100,280100,453100
0904020012,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,460200,460200,460200
0904020013,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,474700,474700,474700
0904020014,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,425800,425800,425800
0904020015,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,478700,478700,478700
0904020016,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,449800,449800,449800
0904020017,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,456600,456600,456600
0904020018,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,481300,481300,481300
0904020019,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,367900,367900,367900
0904020020,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,523600,523600,523600
0904020021,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,449000,449000,449000
0904020022,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,400800,400800,400800
0904020023,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,450000,450000,450000
0904020024,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,403600,403600,403600
0904020025,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,284500,284500,457500
0904020026,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,329800,329800,329800
0904020027,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,404600,404600,404600
0904020028,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,425800,425800,425800
0904020029,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,450400,450400,450400
0904020030,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,437000,437000,437000
0904020031,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,310300,137300,310300
0904020032,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,334500,334500,334500
0904020033,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,409500,409500,409500
0904020034,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,247200,247200,420200
0904020035,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,419600,419600,419600
0904020036,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,389200,216200,389200
0904020037,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,445800,445800,445800
0904020038,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,431800,431800,431800
0904020039,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,434800,261800,434800
0904020040,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,431200,431200,431200
0904020041,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,482200,482200,482200
0904020042,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,429500,0,429500
0904020043,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,469700,469700,469700
0904020044,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,422300,422300,422300
0904020045,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,323500,323500,323500
0904020046,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,439600,439600,439600
0904020047,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,306400,306400,479400
0904020048,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,402300,402300,402300
0904020049,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,361800,361800,361800
0904020050,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,467600,467600,467600
0904020051,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,478400,478400,478400
0904020052,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,431500,431500,431500
0904020053,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,416900,243900,416900
0904020054,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,431500,258500,431500
0904020055,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,456900,456900,456900
0904020056,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,323200,323200,323200
0904020057,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,430300,257300,430300
0904020058,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,437500,437500,437500
0904020059,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,443800,270800,443800
0904020060,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,455000,455000,455000
0904020061,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,431100,431100,431100
0904020062,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,517300,517300,517300
0904020063,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,412900,0,412900
0904020064,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,434400,434400,434400
0904020065,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,423200,250200,423200
0904020066,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,448900,448900,448900
0904020067,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,264300,264300,437300
0904020068,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,449300,449300,449300
0904020069,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,449700,449700,449700
0904020070,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,428700,428700,428700
0904020071,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,530000,530000,530000
0904020072,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,472100,472100,472100
0904020073,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,333000,333000,333000
0904020074,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,441600,441600,441600
0904020075,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,431200,431200,431200
0904020076,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,468600,295600,468600
0904020077,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,297800,297800,470800
0904020078,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,473000,473000,473000
0904020079,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,438300,438300,438300
0904020080,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,400100,227100,400100
0904020081,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,422700,249700,422700
0904020082,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,437300,437300,437300
0904020083,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,455400,455400,455400
0904020084,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,481500,481500,481500
0904020085,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,394400,394400,394400
0904020086,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,444600,444600,444600
0904020087,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,469000,469000,469000
0904020088,TRS3,CHRISTINA SCHOOL DIST-TRES,9,R,452800,452800,452800
