PRCLID,DIST,DESCRIPT,TAXARE,PROPCL,SCHOOLTAXABLE,COUNTYTAXABLE,TOTALTAXABLE
0700600083,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,825100,825100,825100
0700600084,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1105200,1105200,1105200
0700600085,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1000600,1000600,1000600
0700600086,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1239200,1239200,1239200
0700600087,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1027100,1027100,1027100
0700600088,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1064600,1064600,1064600
0700600089,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1853200,1853200,1853200
0700600090,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,766500,766500,766500
0700600091,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,984100,984100,984100
0700600092,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1151000,1151000,1151000
0700600093,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,710000,710000,710000
0700600094,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,869500,869500,869500
0700600095,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1179900,1179900,1179900
0700600096,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,993100,993100,993100
0700600097,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,950600,950600,950600
0700600098,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1260800,1260800,1260800
0700600099,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,968500,968500,968500
0700600100,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,946400,946400,946400
0700600101,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,2039800,2039800,2039800
0700600102,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,872500,872500,872500
0700600103,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1042500,1042500,1042500
0700600104,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,822400,822400,822400
0700600105,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,801500,801500,801500
0700600106,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1505000,1505000,1505000
0700600107,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,909900,909900,909900
0700600108,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1068900,1068900,1068900
0700600109,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1367100,1367100,1367100
0700600110,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1803600,1803600,1803600
0700600112,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1353500,1353500,1353500
0700600113,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,446400,446400,446400
0700600114,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1185400,1185400,1185400
0700600115,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1505500,1505500,1505500
0700600116,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1330000,1330000,1330000
0700600117,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,302800,302800,302800
0700600118,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,3636500,3636500,3636500
0700600119,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,118600,118600,118600
0700600120,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1235900,1235900,1235900
0700600121,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1155700,1155700,1155700
0700600122,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1011700,1011700,1011700
0700600123,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,825300,825300,825300
0700600124,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,917300,917300,917300
0700600125,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,925800,925800,925800
0700600126,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,954900,954900,954900
0700600127,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,94600,94600,94600
0700600129,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1747700,1747700,1747700
0700600131,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1833000,1833000,1833000
0700600132,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,2626400,2626400,2626400
0700600133,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1195300,1195300,1195300
0700600134,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1231500,1231500,1231500
0700600135,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1293500,1293500,1293500
0700600136,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1835400,1835400,1835400
0700600138,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,3911700,3911700,3911700
0700600140,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,128400,128400,128400
0700600141,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,2268100,2268100,2268100
0700600142,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,99100,99100,99100
0700600143,TRS2,RED CLAY SCHOOL DIST-TRES,7,R,1742700,1742700,1742700
